Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CP10A_scaffolds.fasta_PROKKA_09032023,CP12E_scaffolds.fasta_PROKKA_09032023,CP13A_scaffolds.fasta_PROKKA_09032023,CP15C_scaffolds.fasta_PROKKA_09032023,CP17D_scaffolds.fasta_PROKKA_09032023,CP19F2_scaffolds.fasta_PROKKA_09032023,CP20G1_scaffolds.fasta_PROKKA_09032023,CP2A_scaffolds.fasta_PROKKA_09032023,CP3F2_scaffolds.fasta_PROKKA_09032023,CP5A_scaffolds.fasta_PROKKA_09032023
alg8,alg8,Mannuronan synthase,10,10,1.0,1,173,,,,1470,1482,1477.2,JPLAHNLF_04058,JAGMMPDK_01861,EONIFOAI_02985,BJIDENJG_03694,HGPKINJB_04253,IJMDIMPO_01485,CJGAGBCL_04237,OLBBELCE_00373,DHHEPMPN_02594,IHHDMFPH_05831
btuB_1,btuB_1,Vitamin B12 transporter BtuB,10,10,1.0,1,172,,,,2835,2835,2835.0,JPLAHNLF_00510,JAGMMPDK_00611,EONIFOAI_01253,BJIDENJG_00396,HGPKINJB_00735,IJMDIMPO_00510,CJGAGBCL_00534,OLBBELCE_01178,DHHEPMPN_00509,IHHDMFPH_00895
group_106,,Cyclic di-GMP phosphodiesterase,10,10,1.0,1,171,,,,1215,1215,1215.0,JPLAHNLF_03992,JAGMMPDK_04045,EONIFOAI_01883,BJIDENJG_02115,HGPKINJB_01934,IJMDIMPO_03114,CJGAGBCL_03404,OLBBELCE_03228,DHHEPMPN_02226,IHHDMFPH_04586
group_105,,hypothetical protein,10,10,1.0,1,170,,,,2859,2859,2859.0,JPLAHNLF_02278,JAGMMPDK_01677,EONIFOAI_05926,BJIDENJG_02376,HGPKINJB_03584,IJMDIMPO_01301,CJGAGBCL_04091,OLBBELCE_00189,DHHEPMPN_02410,IHHDMFPH_01282
amnD,amnD,2-aminomuconate deaminase,10,10,1.0,1,168,,,,435,435,435.0,JPLAHNLF_04496,JAGMMPDK_04012,EONIFOAI_01993,BJIDENJG_02005,HGPKINJB_03065,IJMDIMPO_03002,CJGAGBCL_03545,OLBBELCE_03340,DHHEPMPN_02114,IHHDMFPH_03762
valS,valS,Valine--tRNA ligase,10,10,1.0,1,167,,,,2847,2847,2847.0,JPLAHNLF_04126,JAGMMPDK_03463,EONIFOAI_02916,BJIDENJG_03625,HGPKINJB_04184,IJMDIMPO_01553,CJGAGBCL_04169,OLBBELCE_00441,DHHEPMPN_02729,IHHDMFPH_04414
group_103,,hypothetical protein,10,10,1.0,1,166,,,,3333,3336,3334.8,JPLAHNLF_02303,JAGMMPDK_01702,EONIFOAI_04479,BJIDENJG_02351,HGPKINJB_06109,IJMDIMPO_01326,CJGAGBCL_04066,OLBBELCE_00214,DHHEPMPN_02435,IHHDMFPH_01257
group_101,,hypothetical protein,10,10,1.0,1,164,,,,297,297,297.0,JPLAHNLF_04302,JAGMMPDK_04164,EONIFOAI_03715,BJIDENJG_04187,HGPKINJB_03999,IJMDIMPO_04602,CJGAGBCL_04430,OLBBELCE_04946,DHHEPMPN_04346,IHHDMFPH_03837
group_99,,hypothetical protein,10,13,1.3,1,162,,,,2016,5337,4058.3076923076924,JPLAHNLF_03920,JAGMMPDK_04116,EONIFOAI_01813;EONIFOAI_01812,BJIDENJG_02184;BJIDENJG_02185,HGPKINJB_02004;HGPKINJB_02003,IJMDIMPO_03186,CJGAGBCL_03475,OLBBELCE_03156,DHHEPMPN_02297,IHHDMFPH_03546
ndhB,ndhB,NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic,10,10,1.0,1,161,,,,2922,2922,2922.0,JPLAHNLF_03893,JAGMMPDK_04143,EONIFOAI_01785,BJIDENJG_02212,HGPKINJB_02031,IJMDIMPO_03213,CJGAGBCL_03502,OLBBELCE_03129,DHHEPMPN_02324,IHHDMFPH_03573
group_96,,hypothetical protein,10,10,1.0,1,158,,,,237,237,237.0,JPLAHNLF_03223,JAGMMPDK_03090,EONIFOAI_04492,BJIDENJG_04466,HGPKINJB_03490,IJMDIMPO_03965,CJGAGBCL_02928,OLBBELCE_04769,DHHEPMPN_03628,IHHDMFPH_01031
group_95,,hypothetical protein,10,10,1.0,1,157,,,,2934,2934,2934.0,JPLAHNLF_02710,JAGMMPDK_02398,EONIFOAI_04061,BJIDENJG_03947,HGPKINJB_02411,IJMDIMPO_03261,CJGAGBCL_04776,OLBBELCE_02558,DHHEPMPN_01217,IHHDMFPH_01763
group_94,,Extracellular serine protease,10,10,1.0,1,156,,,,2958,2958,2958.0,JPLAHNLF_01114,JAGMMPDK_01194,EONIFOAI_00677,BJIDENJG_01053,HGPKINJB_01607,IJMDIMPO_01892,CJGAGBCL_01079,OLBBELCE_01896,DHHEPMPN_00806,IHHDMFPH_00462
msrB_1,msrB_1,Peptide methionine sulfoxide reductase MsrB,10,10,1.0,1,155,,,,501,501,501.0,JPLAHNLF_01125,JAGMMPDK_01205,EONIFOAI_00688,BJIDENJG_01042,HGPKINJB_01596,IJMDIMPO_01881,CJGAGBCL_01090,OLBBELCE_01907,DHHEPMPN_00795,IHHDMFPH_00451
sasA_9,sasA_9,Adaptive-response sensory-kinase SasA,10,10,1.0,1,154,,,,2955,2955,2955.0,JPLAHNLF_02700,JAGMMPDK_02388,EONIFOAI_04071,BJIDENJG_03937,HGPKINJB_02401,IJMDIMPO_03251,CJGAGBCL_04786,OLBBELCE_02548,DHHEPMPN_01207,IHHDMFPH_01753
group_93,,hypothetical protein,10,10,1.0,1,153,,,,213,213,213.0,JPLAHNLF_03480,JAGMMPDK_04351,EONIFOAI_03601,BJIDENJG_02855,HGPKINJB_03236,IJMDIMPO_04435,CJGAGBCL_02040,OLBBELCE_03774,DHHEPMPN_04427,IHHDMFPH_03266
group_92,,hypothetical protein,10,10,1.0,1,152,,,,3213,3213,3213.0,JPLAHNLF_02887,JAGMMPDK_02575,EONIFOAI_05100,BJIDENJG_05423,HGPKINJB_02565,IJMDIMPO_03438,CJGAGBCL_01615,OLBBELCE_02735,DHHEPMPN_01394,IHHDMFPH_01921
uspA2,uspA2,Universal stress protein A,10,10,1.0,1,151,,,,441,453,449.4,JPLAHNLF_03371,JAGMMPDK_03554,EONIFOAI_04929,BJIDENJG_02964,HGPKINJB_03345,IJMDIMPO_04326,CJGAGBCL_02149,OLBBELCE_03665,DHHEPMPN_02638,IHHDMFPH_03157
bepE,bepE,Efflux pump membrane transporter BepE,10,10,1.0,1,150,,,,3054,3054,3054.0,JPLAHNLF_01176,JAGMMPDK_01256,EONIFOAI_00729,BJIDENJG_01001,HGPKINJB_01555,IJMDIMPO_01830,CJGAGBCL_01141,OLBBELCE_01958,DHHEPMPN_00744,IHHDMFPH_00401
group_90,,Cyclic diguanosine monophosphate-binding protein,10,10,1.0,1,148,,,,369,369,369.0,JPLAHNLF_02785,JAGMMPDK_02473,EONIFOAI_04005,BJIDENJG_04002,HGPKINJB_02466,IJMDIMPO_03336,CJGAGBCL_01717,OLBBELCE_02633,DHHEPMPN_01292,IHHDMFPH_01818
group_88,,hypothetical protein,10,10,1.0,1,145,,,,159,159,159.0,JPLAHNLF_03710,JAGMMPDK_03407,EONIFOAI_02547,BJIDENJG_05887,HGPKINJB_02626,IJMDIMPO_03839,CJGAGBCL_03109,OLBBELCE_00498,DHHEPMPN_02786,IHHDMFPH_02467
group_87,,hypothetical protein,10,10,1.0,1,144,,,,261,324,267.3,JPLAHNLF_00390,JAGMMPDK_00731,EONIFOAI_01377,BJIDENJG_00271,HGPKINJB_00859,IJMDIMPO_00390,CJGAGBCL_00654,OLBBELCE_01058,DHHEPMPN_00389,IHHDMFPH_00772
group_86,,hypothetical protein,10,10,1.0,1,143,,,,771,771,771.0,JPLAHNLF_05044,JAGMMPDK_05694,EONIFOAI_01110,BJIDENJG_00620,HGPKINJB_01175,IJMDIMPO_05333,CJGAGBCL_05377,OLBBELCE_05328,DHHEPMPN_05195,IHHDMFPH_00047
mdtB_3,mdtB_3,Multidrug resistance protein MdtB,10,10,1.0,1,142,,,,3063,3063,3063.0,JPLAHNLF_03183,JAGMMPDK_03050,EONIFOAI_05520,BJIDENJG_05939,HGPKINJB_03530,IJMDIMPO_03925,CJGAGBCL_05849,OLBBELCE_04809,DHHEPMPN_03668,IHHDMFPH_00991
group_85,mdtC_1,Multidrug resistance protein MdtC,10,10,1.0,1,141,,,,3108,3108,3108.0,JPLAHNLF_03024,JAGMMPDK_02691,EONIFOAI_05414,BJIDENJG_05386,HGPKINJB_05612,IJMDIMPO_03554,CJGAGBCL_02228,OLBBELCE_02951,DHHEPMPN_02950,IHHDMFPH_04628
dnaE2,dnaE2,Error-prone DNA polymerase,10,10,1.0,1,140,,,,3072,3072,3072.0,JPLAHNLF_03601,JAGMMPDK_03298,EONIFOAI_02650,BJIDENJG_04942,HGPKINJB_04864,IJMDIMPO_04758,CJGAGBCL_03000,OLBBELCE_00607,DHHEPMPN_04740,IHHDMFPH_05072
group_84,,hypothetical protein,10,10,1.0,1,138,,,,2553,2565,2561.4,JPLAHNLF_01193,JAGMMPDK_01273,EONIFOAI_00746,BJIDENJG_00984,HGPKINJB_01538,IJMDIMPO_01813,CJGAGBCL_01158,OLBBELCE_01975,DHHEPMPN_00727,IHHDMFPH_00384
group_83,,hypothetical protein,10,10,1.0,1,137,,,,3093,3093,3093.0,JPLAHNLF_04171,JAGMMPDK_03418,EONIFOAI_03712,BJIDENJG_04190,HGPKINJB_04002,IJMDIMPO_01598,CJGAGBCL_05497,OLBBELCE_00486,DHHEPMPN_02774,IHHDMFPH_03834
mdtB_1,mdtB_1,Multidrug resistance protein MdtB,10,10,1.0,1,136,,,,3096,3096,3096.0,JPLAHNLF_02429,JAGMMPDK_01827,EONIFOAI_03016,BJIDENJG_03726,HGPKINJB_06002,IJMDIMPO_01451,CJGAGBCL_03369,OLBBELCE_00339,DHHEPMPN_02560,IHHDMFPH_05154
nrdB_1,nrdB_1,Ribonucleoside-diphosphate reductase subunit beta,10,10,1.0,1,135,,,,429,1251,1168.8,JPLAHNLF_03119,JAGMMPDK_02596,EONIFOAI_05380,BJIDENJG_05352,HGPKINJB_05578,IJMDIMPO_03459,CJGAGBCL_02323,OLBBELCE_02856,DHHEPMPN_02855,IHHDMFPH_04594
sumT,sumT,Uroporphyrinogen-III C-methyltransferase,10,10,1.0,1,134,,,,744,744,744.0,JPLAHNLF_00122,JAGMMPDK_00999,EONIFOAI_01583,BJIDENJG_00064,HGPKINJB_01065,IJMDIMPO_00122,CJGAGBCL_00920,OLBBELCE_00792,DHHEPMPN_00123,IHHDMFPH_00573
group_82,,hypothetical protein,10,10,1.0,1,133,,,,309,309,309.0,JPLAHNLF_01344,JAGMMPDK_01424,EONIFOAI_00946,BJIDENJG_00784,HGPKINJB_01338,IJMDIMPO_01662,CJGAGBCL_01309,OLBBELCE_02126,DHHEPMPN_00576,IHHDMFPH_00154
group_81,,hypothetical protein,10,10,1.0,1,132,,,,3255,3900,3319.5,JPLAHNLF_01277,JAGMMPDK_01357,EONIFOAI_00819,BJIDENJG_00911,HGPKINJB_01465,IJMDIMPO_01729,CJGAGBCL_01242,OLBBELCE_02059,DHHEPMPN_00643,IHHDMFPH_00220
group_80,,hypothetical protein,10,10,1.0,1,131,,,,594,636,598.2,JPLAHNLF_01806,JAGMMPDK_01873,EONIFOAI_03332,BJIDENJG_03227,HGPKINJB_02961,IJMDIMPO_02693,CJGAGBCL_03652,OLBBELCE_05036,DHHEPMPN_00905,IHHDMFPH_02763
eamA_3,eamA_3,putative amino-acid metabolite efflux pump,10,10,1.0,1,130,,,,897,897,897.0,JPLAHNLF_01905,JAGMMPDK_01972,EONIFOAI_03430,BJIDENJG_03129,HGPKINJB_02863,IJMDIMPO_02792,CJGAGBCL_01803,OLBBELCE_04014,DHHEPMPN_01004,IHHDMFPH_02862
czcA_1,czcA_1,Cobalt-zinc-cadmium resistance protein CzcA,10,10,1.0,1,129,,,,3156,3156,3156.0,JPLAHNLF_02110,JAGMMPDK_01509,EONIFOAI_04351,BJIDENJG_02518,HGPKINJB_03726,IJMDIMPO_01133,CJGAGBCL_03948,OLBBELCE_00021,DHHEPMPN_04584,IHHDMFPH_01408
ttgB_2,ttgB_2,putative efflux pump membrane transporter TtgB,10,10,1.0,1,128,,,,3162,3162,3162.0,JPLAHNLF_03535,JAGMMPDK_04296,EONIFOAI_03548,BJIDENJG_02802,HGPKINJB_03183,IJMDIMPO_05851,CJGAGBCL_01985,OLBBELCE_03829,DHHEPMPN_04482,IHHDMFPH_03314
rcsC_29,rcsC_29,Sensor histidine kinase RcsC,10,10,1.0,1,125,,,,3174,3174,3174.0,JPLAHNLF_04483,JAGMMPDK_03999,EONIFOAI_01983,BJIDENJG_02015,HGPKINJB_03055,IJMDIMPO_03015,CJGAGBCL_03558,OLBBELCE_03327,DHHEPMPN_02127,IHHDMFPH_03749
oqxB9,oqxB9,multidrug efflux RND transporter permease subunit OqxB9,10,10,1.0,1,123,,,,3180,3180,3180.0,JPLAHNLF_01081,JAGMMPDK_01161,EONIFOAI_00650,BJIDENJG_01080,HGPKINJB_01634,IJMDIMPO_01925,CJGAGBCL_01046,OLBBELCE_01863,DHHEPMPN_00839,IHHDMFPH_00489
rne,rne,Ribonuclease E,10,10,1.0,1,122,,,,3183,3183,3183.0,JPLAHNLF_00006,JAGMMPDK_01116,EONIFOAI_06056,BJIDENJG_05274,HGPKINJB_05427,IJMDIMPO_00006,CJGAGBCL_05571,OLBBELCE_00676,DHHEPMPN_00006,IHHDMFPH_05722
group_76,,hypothetical protein,10,10,1.0,1,120,,,,3216,3216,3216.0,JPLAHNLF_02082,JAGMMPDK_02150,EONIFOAI_01762,BJIDENJG_02235,HGPKINJB_02054,IJMDIMPO_02969,CJGAGBCL_01981,OLBBELCE_03837,DHHEPMPN_01181,IHHDMFPH_03596
czcA_2,czcA_2,Cobalt-zinc-cadmium resistance protein CzcA,10,10,1.0,1,119,,,,3222,3222,3222.0,JPLAHNLF_03968,JAGMMPDK_04069,EONIFOAI_01860,BJIDENJG_02138,HGPKINJB_01957,IJMDIMPO_03138,CJGAGBCL_03428,OLBBELCE_03204,DHHEPMPN_02250,IHHDMFPH_04562
hyuC_2~~~hyuC_1,;hyuC_2;hyuC_1,hypothetical protein;N-carbamoyl-L-amino-acid hydrolase,10,11,1.1,1,118,,,,216,1269,1078.909090909091,JPLAHNLF_04416;JPLAHNLF_04025,JAGMMPDK_03932,EONIFOAI_01915,BJIDENJG_02083,HGPKINJB_02987,IJMDIMPO_03082,CJGAGBCL_03625,OLBBELCE_03260,DHHEPMPN_02194,IHHDMFPH_03687
carB_1,carB_1,Carbamoyl-phosphate synthase large chain,10,10,1.0,1,117,,,,3222,3222,3222.0,JPLAHNLF_02729,JAGMMPDK_02417,EONIFOAI_04042,BJIDENJG_03966,HGPKINJB_02430,IJMDIMPO_03280,CJGAGBCL_01774,OLBBELCE_02577,DHHEPMPN_01236,IHHDMFPH_01782
group_74,,hypothetical protein,10,10,1.0,1,115,,,,693,693,693.0,JPLAHNLF_01348,JAGMMPDK_01428,EONIFOAI_00950,BJIDENJG_00780,HGPKINJB_01334,IJMDIMPO_01658,CJGAGBCL_01313,OLBBELCE_02130,DHHEPMPN_00572,IHHDMFPH_00150
group_73,,hypothetical protein,10,10,1.0,1,113,,,,3279,3279,3279.0,JPLAHNLF_05833,JAGMMPDK_05827,EONIFOAI_06144,BJIDENJG_00497,HGPKINJB_00632,IJMDIMPO_05915,CJGAGBCL_05794,OLBBELCE_01277,DHHEPMPN_05908,IHHDMFPH_05030
cspA_1,cspA_1,Cold shock-like protein CspA,10,10,1.0,1,111,,,,204,204,204.0,JPLAHNLF_00389,JAGMMPDK_00732,EONIFOAI_01378,BJIDENJG_00270,HGPKINJB_00860,IJMDIMPO_00389,CJGAGBCL_00655,OLBBELCE_01057,DHHEPMPN_00388,IHHDMFPH_00771
adh_1,adh_1,Alcohol dehydrogenase,10,10,1.0,1,110,,,,678,1074,915.6,JPLAHNLF_01151,JAGMMPDK_01231,EONIFOAI_00712,BJIDENJG_01018,HGPKINJB_01572,IJMDIMPO_01855,CJGAGBCL_01116,OLBBELCE_01933,DHHEPMPN_00769,IHHDMFPH_00427
group_69,,L-lactate transporter;hypothetical protein,10,10,1.0,1,107,,,,459,1209,759.0,JPLAHNLF_00331,JAGMMPDK_00790,EONIFOAI_01436,BJIDENJG_00212,HGPKINJB_00918,IJMDIMPO_00331,CJGAGBCL_00713,OLBBELCE_00999,DHHEPMPN_00330,IHHDMFPH_00713
group_68,,Glucosamine kinase,10,10,1.0,1,106,,,,3348,3348,3348.0,JPLAHNLF_03036,JAGMMPDK_02679,EONIFOAI_05402,BJIDENJG_05374,HGPKINJB_05600,IJMDIMPO_03542,CJGAGBCL_02240,OLBBELCE_02939,DHHEPMPN_02938,IHHDMFPH_04616
argD_2~~~bioA_2,argD_2;bioA_2;,Acetylornithine/succinyldiaminopimelate aminotransferase;Adenosylmethionine-8-amino-7-oxononanoate aminotransferase;putative aminotransferase,10,13,1.3,1,105,,,,531,1320,1004.3076923076923,JPLAHNLF_03762,JAGMMPDK_03632,EONIFOAI_02492;EONIFOAI_02493,BJIDENJG_03871;BJIDENJG_03870,HGPKINJB_02681;HGPKINJB_02680,IJMDIMPO_03786,CJGAGBCL_02510,OLBBELCE_04249,DHHEPMPN_04174,IHHDMFPH_02413
group_67,,hypothetical protein,10,16,1.6,1,104,,,,162,723,464.25,JPLAHNLF_00226;JPLAHNLF_00227,JAGMMPDK_00894;JAGMMPDK_00895,EONIFOAI_01480,BJIDENJG_00168,HGPKINJB_00962,IJMDIMPO_00226;IJMDIMPO_00227,CJGAGBCL_00815;CJGAGBCL_00816,OLBBELCE_00896;OLBBELCE_00897,DHHEPMPN_00227;DHHEPMPN_00228,IHHDMFPH_00669
comR_2~~~comR,comR_2;comR,HTH-type transcriptional repressor ComR,10,10,1.0,1,103,,,,660,660,660.0,JPLAHNLF_00512,JAGMMPDK_00609,EONIFOAI_01250,BJIDENJG_00399,HGPKINJB_00732,IJMDIMPO_00512,CJGAGBCL_00532,OLBBELCE_01180,DHHEPMPN_00511,IHHDMFPH_00898
rcsC_11,rcsC_11,Sensor histidine kinase RcsC,10,10,1.0,1,100,,,,3498,3498,3498.0,JPLAHNLF_01276,JAGMMPDK_01356,EONIFOAI_00818,BJIDENJG_00912,HGPKINJB_01466,IJMDIMPO_01730,CJGAGBCL_01241,OLBBELCE_02058,DHHEPMPN_00644,IHHDMFPH_00221
mfd,mfd,Transcription-repair-coupling factor,10,10,1.0,1,99,,,,3450,3450,3450.0,JPLAHNLF_03357,JAGMMPDK_03568,EONIFOAI_04915,BJIDENJG_02978,HGPKINJB_03359,IJMDIMPO_04312,CJGAGBCL_02163,OLBBELCE_03651,DHHEPMPN_02624,IHHDMFPH_03143
group_64,,hypothetical protein,10,10,1.0,1,98,,,,300,333,323.1,JPLAHNLF_04825,JAGMMPDK_04918,EONIFOAI_01180,BJIDENJG_00469,HGPKINJB_00662,IJMDIMPO_00581,CJGAGBCL_04708,OLBBELCE_01249,DHHEPMPN_04885,IHHDMFPH_00962
rcsC_3,rcsC_3,Sensor histidine kinase RcsC,10,10,1.0,1,96,,,,3471,3471,3471.0,JPLAHNLF_00340,JAGMMPDK_00781,EONIFOAI_01427,BJIDENJG_00221,HGPKINJB_00909,IJMDIMPO_00340,CJGAGBCL_00704,OLBBELCE_01008,DHHEPMPN_00339,IHHDMFPH_00722
smc,smc,Chromosome partition protein Smc,10,10,1.0,1,95,,,,3489,3489,3489.0,JPLAHNLF_00145,JAGMMPDK_00976,EONIFOAI_01560,BJIDENJG_00088,HGPKINJB_01042,IJMDIMPO_00145,CJGAGBCL_00897,OLBBELCE_00815,DHHEPMPN_00146,IHHDMFPH_00596
group_62,,hypothetical protein,10,10,1.0,1,94,,,,129,240,228.9,JPLAHNLF_03486,JAGMMPDK_04345,EONIFOAI_03595,BJIDENJG_02849,HGPKINJB_03230,IJMDIMPO_04441,CJGAGBCL_02034,OLBBELCE_03780,DHHEPMPN_04433,IHHDMFPH_03272
group_60,,hypothetical protein,10,10,1.0,1,92,,,,246,246,246.0,JPLAHNLF_03312,JAGMMPDK_03179,EONIFOAI_04580,BJIDENJG_04554,HGPKINJB_03402,IJMDIMPO_04054,CJGAGBCL_02839,OLBBELCE_04680,DHHEPMPN_03539,IHHDMFPH_01119
mutS,mutS,DNA mismatch repair protein MutS,10,10,1.0,1,90,,,,2592,2766,2609.4,JPLAHNLF_04248,JAGMMPDK_04218,EONIFOAI_03769,BJIDENJG_04133,HGPKINJB_03945,IJMDIMPO_04548,CJGAGBCL_04376,OLBBELCE_04892,DHHEPMPN_04292,IHHDMFPH_03891
group_58,,hypothetical protein,10,10,1.0,1,89,,,,186,411,388.5,JPLAHNLF_03493,JAGMMPDK_04338,EONIFOAI_03588,BJIDENJG_02842,HGPKINJB_03223,IJMDIMPO_04448,CJGAGBCL_02027,OLBBELCE_03787,DHHEPMPN_04440,IHHDMFPH_03273
group_56,,hypothetical protein,10,10,1.0,1,86,,,,3702,3837,3796.5,JPLAHNLF_03899,JAGMMPDK_04137,EONIFOAI_01791,BJIDENJG_02206,HGPKINJB_02025,IJMDIMPO_03207,CJGAGBCL_03496,OLBBELCE_03135,DHHEPMPN_02318,IHHDMFPH_03567
group_55,,hypothetical protein,10,10,1.0,1,85,,,,822,822,822.0,JPLAHNLF_01347,JAGMMPDK_01427,EONIFOAI_00949,BJIDENJG_00781,HGPKINJB_01335,IJMDIMPO_01659,CJGAGBCL_01312,OLBBELCE_02129,DHHEPMPN_00573,IHHDMFPH_00151
group_54,bvgS_2,Virulence sensor protein BvgS,10,10,1.0,1,84,,,,3570,3570,3570.0,JPLAHNLF_03756,JAGMMPDK_03626,EONIFOAI_02499,BJIDENJG_03877,HGPKINJB_02674,IJMDIMPO_03792,CJGAGBCL_02504,OLBBELCE_04243,DHHEPMPN_04180,IHHDMFPH_02419
group_52,,hypothetical protein,10,10,1.0,1,81,,,,801,1020,935.7,JPLAHNLF_02329,JAGMMPDK_01728,EONIFOAI_04453,BJIDENJG_02325,HGPKINJB_06299,IJMDIMPO_01352,CJGAGBCL_03270,OLBBELCE_00240,DHHEPMPN_02461,IHHDMFPH_01231
group_51,,hypothetical protein,10,10,1.0,1,79,,,,645,645,645.0,JPLAHNLF_04635,JAGMMPDK_04841,EONIFOAI_05128,BJIDENJG_05108,HGPKINJB_05207,IJMDIMPO_04984,CJGAGBCL_04333,OLBBELCE_02763,DHHEPMPN_01422,IHHDMFPH_01944
bvgS_1,bvgS_1,Virulence sensor protein BvgS,10,10,1.0,1,78,,,,3636,3636,3636.0,JPLAHNLF_03233,JAGMMPDK_03100,EONIFOAI_04502,BJIDENJG_04476,HGPKINJB_03480,IJMDIMPO_03975,CJGAGBCL_02918,OLBBELCE_04759,DHHEPMPN_03618,IHHDMFPH_01041
group_50,,hypothetical protein,10,10,1.0,1,77,,,,3699,3699,3699.0,JPLAHNLF_01185,JAGMMPDK_01265,EONIFOAI_00738,BJIDENJG_00992,HGPKINJB_01546,IJMDIMPO_01821,CJGAGBCL_01150,OLBBELCE_01967,DHHEPMPN_00735,IHHDMFPH_00392
group_49,,hypothetical protein,10,10,1.0,1,75,,,,351,351,351.0,JPLAHNLF_00405,JAGMMPDK_00716,EONIFOAI_01362,BJIDENJG_00286,HGPKINJB_00844,IJMDIMPO_00405,CJGAGBCL_00639,OLBBELCE_01073,DHHEPMPN_00404,IHHDMFPH_00787
thiO,thiO,Glycine oxidase,10,10,1.0,1,74,,,,1110,1173,1147.8,JPLAHNLF_02201,JAGMMPDK_01600,EONIFOAI_04238,BJIDENJG_02405,HGPKINJB_03613,IJMDIMPO_01224,CJGAGBCL_03857,OLBBELCE_00112,DHHEPMPN_04493,IHHDMFPH_01311
carB_2,carB_2,Carbamoyl-phosphate synthase large chain,10,10,1.0,1,73,,,,3693,3693,3693.0,JPLAHNLF_03478,JAGMMPDK_04353,EONIFOAI_03603,BJIDENJG_02857,HGPKINJB_03238,IJMDIMPO_04433,CJGAGBCL_02042,OLBBELCE_03772,DHHEPMPN_04425,IHHDMFPH_03264
ogt,ogt,Methylated-DNA--protein-cysteine methyltransferase,10,10,1.0,1,71,,,,480,501,498.9,JPLAHNLF_03495,JAGMMPDK_04336,EONIFOAI_03586,BJIDENJG_02840,HGPKINJB_03221,IJMDIMPO_04450,CJGAGBCL_02025,OLBBELCE_03789,DHHEPMPN_04442,IHHDMFPH_03275
xanP_2~~~xanP_1,xanP_2;xanP_1,Xanthine permease XanP,10,10,1.0,1,70,,,,1428,1518,1482.0,JPLAHNLF_01814,JAGMMPDK_01881,EONIFOAI_03340,BJIDENJG_03219,HGPKINJB_02953,IJMDIMPO_02701,CJGAGBCL_03660,OLBBELCE_05028,DHHEPMPN_00913,IHHDMFPH_02771
group_47,,Extracellular serine protease,10,10,1.0,1,69,,,,3732,3732,3732.0,JPLAHNLF_04063,JAGMMPDK_01866,EONIFOAI_02980,BJIDENJG_03689,HGPKINJB_04248,IJMDIMPO_01490,CJGAGBCL_04232,OLBBELCE_00378,DHHEPMPN_02599,IHHDMFPH_04478
group_46,,hypothetical protein,10,10,1.0,1,68,,,,741,741,741.0,JPLAHNLF_04832,JAGMMPDK_04911,EONIFOAI_01188,BJIDENJG_00461,HGPKINJB_00670,IJMDIMPO_00574,CJGAGBCL_04701,OLBBELCE_01242,DHHEPMPN_04892,IHHDMFPH_00956
ybeZ,ybeZ,PhoH-like protein,10,10,1.0,1,67,,,,1002,1182,1119.0,JPLAHNLF_02848,JAGMMPDK_02536,EONIFOAI_05063,BJIDENJG_05460,HGPKINJB_02528,IJMDIMPO_03399,CJGAGBCL_01654,OLBBELCE_02696,DHHEPMPN_01355,IHHDMFPH_01881
group_45,,hypothetical protein,10,10,1.0,1,66,,,,3855,3855,3855.0,JPLAHNLF_01071,JAGMMPDK_01151,EONIFOAI_00640,BJIDENJG_01090,HGPKINJB_01644,IJMDIMPO_01935,CJGAGBCL_01036,OLBBELCE_01853,DHHEPMPN_00849,IHHDMFPH_00499
group_43,,hypothetical protein,10,10,1.0,1,64,,,,3816,3816,3816.0,JPLAHNLF_02341,JAGMMPDK_01740,EONIFOAI_04441,BJIDENJG_02313,HGPKINJB_05288,IJMDIMPO_01364,CJGAGBCL_03282,OLBBELCE_00252,DHHEPMPN_02473,IHHDMFPH_01219
group_41,,hypothetical protein,10,10,1.0,1,62,,,,3852,3852,3852.0,JPLAHNLF_02779,JAGMMPDK_02467,EONIFOAI_04010,BJIDENJG_03997,HGPKINJB_02461,IJMDIMPO_03330,CJGAGBCL_01723,OLBBELCE_02627,DHHEPMPN_01286,IHHDMFPH_01813
paiA_2,paiA_2,Spermidine/spermine N(1)-acetyltransferase,10,10,1.0,1,60,,,,546,546,546.0,JPLAHNLF_02946,JAGMMPDK_02769,EONIFOAI_03270,BJIDENJG_04399,HGPKINJB_04330,IJMDIMPO_03632,CJGAGBCL_04002,OLBBELCE_03029,DHHEPMPN_03028,IHHDMFPH_04045
group_39,,hypothetical protein,10,10,1.0,1,59,,,,324,441,382.5,JPLAHNLF_04009,JAGMMPDK_03917,EONIFOAI_01900,BJIDENJG_02098,HGPKINJB_02972,IJMDIMPO_03097,CJGAGBCL_03640,OLBBELCE_03245,DHHEPMPN_02209,IHHDMFPH_03672
