Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
suhB,suhB,Inositol-1-monophosphatase,AGBKPNDM_01752,OPLBPFOJ_02832,CBFJPJAN_02291,PFCICLLP_02989,IBOIIBEG_05443,MFFOPBKH_01982,POFILHDL_01935,DHNKKDKB_01854,PJIANKBB_02027
hcaB_1,hcaB_1,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,AGBKPNDM_00935,OPLBPFOJ_04179,CBFJPJAN_04233,PFCICLLP_04626,IBOIIBEG_00913,MFFOPBKH_01298,POFILHDL_01621,DHNKKDKB_01526,PJIANKBB_01924
pal_1,pal_1,Peptidoglycan-associated lipoprotein,AGBKPNDM_00554,OPLBPFOJ_05260,CBFJPJAN_02557,PFCICLLP_02487,IBOIIBEG_05321,MFFOPBKH_01665,POFILHDL_01254,DHNKKDKB_01159,PJIANKBB_02412
scpA,scpA,Segregation and condensation protein A,AGBKPNDM_01548,OPLBPFOJ_02438,CBFJPJAN_02503,PFCICLLP_03201,IBOIIBEG_03191,MFFOPBKH_01766,POFILHDL_01719,DHNKKDKB_01637,PJIANKBB_02217
group_356,,hypothetical protein,AGBKPNDM_01502,OPLBPFOJ_05362,CBFJPJAN_05758,PFCICLLP_05757,IBOIIBEG_03238,MFFOPBKH_01720,POFILHDL_05629,DHNKKDKB_01591,PJIANKBB_02171
ppsR,ppsR,Phosphoenolpyruvate synthase regulatory protein,AGBKPNDM_00622,OPLBPFOJ_01815,CBFJPJAN_02640,PFCICLLP_02405,IBOIIBEG_00600,MFFOPBKH_01608,POFILHDL_01311,DHNKKDKB_01216,PJIANKBB_02474
gph,gph,Phosphoglycolate phosphatase,AGBKPNDM_00522,OPLBPFOJ_03508,CBFJPJAN_00020,PFCICLLP_00020,IBOIIBEG_01054,MFFOPBKH_00643,POFILHDL_01222,DHNKKDKB_04257,PJIANKBB_01256
proC,proC,Pyrroline-5-carboxylate reductase,AGBKPNDM_00321,OPLBPFOJ_00941,CBFJPJAN_00272,PFCICLLP_00272,IBOIIBEG_01262,MFFOPBKH_00854,POFILHDL_01010,DHNKKDKB_00727,PJIANKBB_01003
group_355,,hypothetical protein,AGBKPNDM_01729,OPLBPFOJ_02809,CBFJPJAN_02314,PFCICLLP_03012,IBOIIBEG_05466,MFFOPBKH_01959,POFILHDL_01912,DHNKKDKB_01831,PJIANKBB_02004
lvr,lvr,Levodione reductase,AGBKPNDM_00542,OPLBPFOJ_05272,CBFJPJAN_02545,PFCICLLP_02499,IBOIIBEG_05333,MFFOPBKH_01677,POFILHDL_01242,DHNKKDKB_01147,PJIANKBB_02400
group_352,,hypothetical protein,AGBKPNDM_01525,OPLBPFOJ_02415,CBFJPJAN_02527,PFCICLLP_03225,IBOIIBEG_03215,MFFOPBKH_01743,POFILHDL_01696,DHNKKDKB_01614,PJIANKBB_02194
group_351,,hypothetical protein,AGBKPNDM_00628,OPLBPFOJ_01809,CBFJPJAN_02646,PFCICLLP_02399,IBOIIBEG_00606,MFFOPBKH_01602,POFILHDL_01317,DHNKKDKB_01222,PJIANKBB_02480
ydcV_2,ydcV_2,Inner membrane ABC transporter permease protein YdcV,AGBKPNDM_00519,OPLBPFOJ_03505,CBFJPJAN_00023,PFCICLLP_00023,IBOIIBEG_01057,MFFOPBKH_00646,POFILHDL_01219,DHNKKDKB_04260,PJIANKBB_01253
efeU_1,efeU_1,Ferrous iron permease EfeU,AGBKPNDM_00083,OPLBPFOJ_00702,CBFJPJAN_00511,PFCICLLP_00511,IBOIIBEG_02685,MFFOPBKH_01096,POFILHDL_00768,DHNKKDKB_00968,PJIANKBB_00763
fliY_2,fliY_2,L-cystine-binding protein FliY,AGBKPNDM_00999,OPLBPFOJ_04690,CBFJPJAN_04785,PFCICLLP_04927,IBOIIBEG_00983,MFFOPBKH_05328,POFILHDL_05279,DHNKKDKB_05346,PJIANKBB_04692
dapF_1,dapF_1,Diaminopimelate epimerase,AGBKPNDM_00144,OPLBPFOJ_00761,CBFJPJAN_00452,PFCICLLP_00452,IBOIIBEG_02624,MFFOPBKH_01034,POFILHDL_00830,DHNKKDKB_00907,PJIANKBB_00824
ylxH,ylxH,Flagellum site-determining protein YlxH,AGBKPNDM_00841,OPLBPFOJ_01597,CBFJPJAN_02858,PFCICLLP_02187,IBOIIBEG_00818,MFFOPBKH_01389,POFILHDL_01530,DHNKKDKB_01435,PJIANKBB_01833
mazG,mazG,Nucleoside triphosphate pyrophosphohydrolase,AGBKPNDM_00753,OPLBPFOJ_01685,CBFJPJAN_02770,PFCICLLP_02275,IBOIIBEG_00730,MFFOPBKH_01477,POFILHDL_01442,DHNKKDKB_01347,PJIANKBB_01745
citG,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,AGBKPNDM_00344,OPLBPFOJ_00964,CBFJPJAN_00249,PFCICLLP_00249,IBOIIBEG_01239,MFFOPBKH_00831,POFILHDL_01033,DHNKKDKB_00704,PJIANKBB_01026
pstB_1,pstB_1,Phosphate import ATP-binding protein PstB,AGBKPNDM_00040,OPLBPFOJ_00659,CBFJPJAN_00554,PFCICLLP_00554,IBOIIBEG_02730,MFFOPBKH_01139,POFILHDL_00725,DHNKKDKB_01011,PJIANKBB_00720
cpoB,cpoB,Cell division coordinator CpoB,AGBKPNDM_01585,OPLBPFOJ_02475,CBFJPJAN_02466,PFCICLLP_03164,IBOIIBEG_03154,MFFOPBKH_01803,POFILHDL_01756,DHNKKDKB_01674,PJIANKBB_02254
cvfB,cvfB,Conserved virulence factor B,AGBKPNDM_00737,OPLBPFOJ_01701,CBFJPJAN_02754,PFCICLLP_02291,IBOIIBEG_00714,MFFOPBKH_01493,POFILHDL_01426,DHNKKDKB_01331,PJIANKBB_01729
trpC,trpC,Indole-3-glycerol phosphate synthase,AGBKPNDM_00527,OPLBPFOJ_03513,CBFJPJAN_00015,PFCICLLP_00015,IBOIIBEG_01049,MFFOPBKH_00638,POFILHDL_01227,DHNKKDKB_04252,PJIANKBB_01261
mscS,mscS,Small-conductance mechanosensitive channel,AGBKPNDM_01604,OPLBPFOJ_02494,CBFJPJAN_02447,PFCICLLP_03145,IBOIIBEG_03135,MFFOPBKH_01822,POFILHDL_01775,DHNKKDKB_01693,PJIANKBB_02273
group_347,,hypothetical protein,AGBKPNDM_00650,OPLBPFOJ_01787,CBFJPJAN_02668,PFCICLLP_02377,IBOIIBEG_00628,MFFOPBKH_01580,POFILHDL_01339,DHNKKDKB_01244,PJIANKBB_02502
group_346,,hypothetical protein,AGBKPNDM_05059,OPLBPFOJ_00600,CBFJPJAN_00613,PFCICLLP_00613,IBOIIBEG_02789,MFFOPBKH_01198,POFILHDL_00666,DHNKKDKB_01070,PJIANKBB_00665
ngcG,ngcG,Diacetylchitobiose uptake system permease protein NgcG,AGBKPNDM_01521,OPLBPFOJ_02411,CBFJPJAN_02531,PFCICLLP_03229,IBOIIBEG_03219,MFFOPBKH_01739,POFILHDL_01692,DHNKKDKB_01610,PJIANKBB_02190
yeaD_2,yeaD_2,Putative glucose-6-phosphate 1-epimerase,AGBKPNDM_01518,OPLBPFOJ_02408,CBFJPJAN_02534,PFCICLLP_03232,IBOIIBEG_03222,MFFOPBKH_01736,POFILHDL_01689,DHNKKDKB_01607,PJIANKBB_02187
opuAB_1,opuAB_1,Glycine betaine transport system permease protein OpuAB,AGBKPNDM_00408,OPLBPFOJ_01034,CBFJPJAN_00179,PFCICLLP_00179,IBOIIBEG_01169,MFFOPBKH_00757,POFILHDL_01107,DHNKKDKB_00630,PJIANKBB_01098
metF,metF,510-methylenetetrahydrofolate reductase,AGBKPNDM_00368,OPLBPFOJ_00988,CBFJPJAN_00225,PFCICLLP_00225,IBOIIBEG_01215,MFFOPBKH_00803,POFILHDL_01061,DHNKKDKB_00676,PJIANKBB_01051
purU_2,purU_2,Formyltetrahydrofolate deformylase,AGBKPNDM_01616,OPLBPFOJ_02506,CBFJPJAN_02435,PFCICLLP_03133,IBOIIBEG_03123,MFFOPBKH_01834,POFILHDL_01787,DHNKKDKB_01705,PJIANKBB_02285
apaH_1,apaH_1,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,AGBKPNDM_00504,OPLBPFOJ_03490,CBFJPJAN_00038,PFCICLLP_00038,IBOIIBEG_01072,MFFOPBKH_00661,POFILHDL_01204,DHNKKDKB_04275,PJIANKBB_01238
resA_1,resA_1,Thiol-disulfide oxidoreductase ResA,AGBKPNDM_00878,OPLBPFOJ_04236,CBFJPJAN_04176,PFCICLLP_04683,IBOIIBEG_00855,MFFOPBKH_01352,POFILHDL_01567,DHNKKDKB_01472,PJIANKBB_01870
group_344,,hypothetical protein,AGBKPNDM_00615,OPLBPFOJ_01822,CBFJPJAN_02633,PFCICLLP_02412,IBOIIBEG_00593,MFFOPBKH_01615,POFILHDL_01304,DHNKKDKB_01209,PJIANKBB_02467
group_343,,hypothetical protein,AGBKPNDM_00088,OPLBPFOJ_00707,CBFJPJAN_00506,PFCICLLP_00506,IBOIIBEG_02680,MFFOPBKH_01091,POFILHDL_00773,DHNKKDKB_00963,PJIANKBB_00768
metR_1,metR_1,HTH-type transcriptional regulator MetR,AGBKPNDM_01476,OPLBPFOJ_05388,CBFJPJAN_05575,PFCICLLP_05616,IBOIIBEG_06110,MFFOPBKH_05493,POFILHDL_05502,DHNKKDKB_05489,PJIANKBB_05588
rpoH,rpoH,RNA polymerase sigma factor RpoH,AGBKPNDM_00308,OPLBPFOJ_00928,CBFJPJAN_00285,PFCICLLP_00285,IBOIIBEG_01275,MFFOPBKH_00867,POFILHDL_00997,DHNKKDKB_00740,PJIANKBB_00990
sseB,sseB,Putative thiosulfate sulfurtransferase SseB,AGBKPNDM_00300,OPLBPFOJ_00920,CBFJPJAN_00293,PFCICLLP_00293,IBOIIBEG_01283,MFFOPBKH_00875,POFILHDL_00989,DHNKKDKB_00748,PJIANKBB_00982
kynA,kynA,Tryptophan 23-dioxygenase,AGBKPNDM_01857,OPLBPFOJ_02937,CBFJPJAN_02186,PFCICLLP_02884,IBOIIBEG_04346,MFFOPBKH_02087,POFILHDL_02040,DHNKKDKB_01959,PJIANKBB_02149
purU_1,purU_1,Formyltetrahydrofolate deformylase,AGBKPNDM_00439,OPLBPFOJ_01066,CBFJPJAN_00147,PFCICLLP_00147,IBOIIBEG_01137,MFFOPBKH_00726,POFILHDL_01139,DHNKKDKB_04340,PJIANKBB_01130
atpG,atpG,ATP synthase gamma chain,AGBKPNDM_05083,OPLBPFOJ_00576,CBFJPJAN_00637,PFCICLLP_00637,IBOIIBEG_02813,MFFOPBKH_01222,POFILHDL_00642,DHNKKDKB_01094,PJIANKBB_00641
hexR_3,hexR_3,HTH-type transcriptional regulator HexR,AGBKPNDM_01836,OPLBPFOJ_02916,CBFJPJAN_02207,PFCICLLP_02905,IBOIIBEG_04325,MFFOPBKH_02066,POFILHDL_02019,DHNKKDKB_01938,PJIANKBB_02128
group_342,,hypothetical protein,AGBKPNDM_00692,OPLBPFOJ_01745,CBFJPJAN_02710,PFCICLLP_02335,IBOIIBEG_00670,MFFOPBKH_01538,POFILHDL_01381,DHNKKDKB_01286,PJIANKBB_02544
alkA,alkA,putative bifunctional transcriptional activator/DNA repair enzyme AlkA,AGBKPNDM_01558,OPLBPFOJ_02448,CBFJPJAN_02493,PFCICLLP_03191,IBOIIBEG_03181,MFFOPBKH_01776,POFILHDL_01729,DHNKKDKB_01647,PJIANKBB_02227
yciV,yciV,5'-3' exoribonuclease,AGBKPNDM_01550,OPLBPFOJ_02440,CBFJPJAN_02501,PFCICLLP_03199,IBOIIBEG_03189,MFFOPBKH_01768,POFILHDL_01721,DHNKKDKB_01639,PJIANKBB_02219
gltR_1,gltR_1,HTH-type transcriptional regulator GltR,AGBKPNDM_00663,OPLBPFOJ_01774,CBFJPJAN_02681,PFCICLLP_02364,IBOIIBEG_00641,MFFOPBKH_01567,POFILHDL_01352,DHNKKDKB_01257,PJIANKBB_02515
zipA,zipA,Cell division protein ZipA,AGBKPNDM_00655,OPLBPFOJ_01782,CBFJPJAN_02673,PFCICLLP_02372,IBOIIBEG_00633,MFFOPBKH_01575,POFILHDL_01344,DHNKKDKB_01249,PJIANKBB_02507
group_341,,hypothetical protein,AGBKPNDM_00564,OPLBPFOJ_01888,CBFJPJAN_02567,PFCICLLP_02477,IBOIIBEG_05311,MFFOPBKH_01655,POFILHDL_01264,DHNKKDKB_01169,PJIANKBB_02422
cmpR_2,cmpR_2,HTH-type transcriptional activator CmpR,AGBKPNDM_00278,OPLBPFOJ_00898,CBFJPJAN_00315,PFCICLLP_00315,IBOIIBEG_01305,MFFOPBKH_00897,POFILHDL_00967,DHNKKDKB_00770,PJIANKBB_00959
group_340,,hypothetical protein,AGBKPNDM_00094,OPLBPFOJ_00713,CBFJPJAN_00500,PFCICLLP_00500,IBOIIBEG_02674,MFFOPBKH_01085,POFILHDL_00779,DHNKKDKB_00957,PJIANKBB_00774
mntC,mntC,Manganese transport system membrane protein MntC,AGBKPNDM_05050,OPLBPFOJ_00609,CBFJPJAN_00604,PFCICLLP_00604,IBOIIBEG_02780,MFFOPBKH_01189,POFILHDL_00675,DHNKKDKB_01061,PJIANKBB_00674
group_339,,hypothetical protein,AGBKPNDM_00966,OPLBPFOJ_04723,CBFJPJAN_04752,PFCICLLP_04894,IBOIIBEG_00944,MFFOPBKH_01264,POFILHDL_01655,DHNKKDKB_01560,PJIANKBB_04659
group_338,,hypothetical protein,AGBKPNDM_00734,OPLBPFOJ_01704,CBFJPJAN_02751,PFCICLLP_02294,IBOIIBEG_00711,MFFOPBKH_01496,POFILHDL_01423,DHNKKDKB_01328,PJIANKBB_01726
bioP,bioP,Biotin transporter,AGBKPNDM_00729,OPLBPFOJ_01709,CBFJPJAN_02746,PFCICLLP_02299,IBOIIBEG_00706,MFFOPBKH_01501,POFILHDL_01418,DHNKKDKB_01323,PJIANKBB_01721
group_337,,hypothetical protein,AGBKPNDM_00292,OPLBPFOJ_00912,CBFJPJAN_00301,PFCICLLP_00301,IBOIIBEG_01291,MFFOPBKH_00883,POFILHDL_00981,DHNKKDKB_00756,PJIANKBB_00974
hexR_1,hexR_1,HTH-type transcriptional regulator HexR,AGBKPNDM_00007,OPLBPFOJ_00626,CBFJPJAN_00587,PFCICLLP_00587,IBOIIBEG_02763,MFFOPBKH_01172,POFILHDL_00692,DHNKKDKB_01044,PJIANKBB_00691
atpB,atpB,ATP synthase subunit a,AGBKPNDM_05088,OPLBPFOJ_00571,CBFJPJAN_00642,PFCICLLP_00642,IBOIIBEG_02818,MFFOPBKH_01227,POFILHDL_00637,DHNKKDKB_01099,PJIANKBB_00636
hexR_2,hexR_2,HTH-type transcriptional regulator HexR,AGBKPNDM_01517,OPLBPFOJ_02407,CBFJPJAN_02535,PFCICLLP_03233,IBOIIBEG_03223,MFFOPBKH_01735,POFILHDL_01688,DHNKKDKB_01606,PJIANKBB_02186
cynR_4,cynR_4,HTH-type transcriptional regulator CynR,AGBKPNDM_01493,OPLBPFOJ_05371,CBFJPJAN_05592,PFCICLLP_05633,IBOIIBEG_06093,MFFOPBKH_05475,POFILHDL_05484,DHNKKDKB_05507,PJIANKBB_05570
thyA,thyA,Thymidylate synthase,AGBKPNDM_00275,OPLBPFOJ_00895,CBFJPJAN_00318,PFCICLLP_00318,IBOIIBEG_01308,MFFOPBKH_00900,POFILHDL_00964,DHNKKDKB_00773,PJIANKBB_00956
parB,parB,putative chromosome-partitioning protein ParB,AGBKPNDM_05090,OPLBPFOJ_00569,CBFJPJAN_00644,PFCICLLP_00644,IBOIIBEG_02820,MFFOPBKH_01229,POFILHDL_00635,DHNKKDKB_01101,PJIANKBB_00634
pdxY,pdxY,Pyridoxal kinase PdxY,AGBKPNDM_05040,OPLBPFOJ_00619,CBFJPJAN_00594,PFCICLLP_00594,IBOIIBEG_02770,MFFOPBKH_01179,POFILHDL_00685,DHNKKDKB_01051,PJIANKBB_00684
pstA,pstA,Phosphate transport system permease protein PstA,AGBKPNDM_01579,OPLBPFOJ_02469,CBFJPJAN_02472,PFCICLLP_03170,IBOIIBEG_03160,MFFOPBKH_01797,POFILHDL_01750,DHNKKDKB_01668,PJIANKBB_02248
gltR_3,gltR_3,HTH-type transcriptional regulator GltR,AGBKPNDM_01041,OPLBPFOJ_04648,CBFJPJAN_04827,PFCICLLP_04969,IBOIIBEG_01027,MFFOPBKH_05609,POFILHDL_05596,DHNKKDKB_05584,PJIANKBB_04734
group_335,,hypothetical protein,AGBKPNDM_00998,OPLBPFOJ_04691,CBFJPJAN_04784,PFCICLLP_04926,IBOIIBEG_00982,MFFOPBKH_05329,POFILHDL_05278,DHNKKDKB_05345,PJIANKBB_04691
group_334,,Glucose 1-dehydrogenase,AGBKPNDM_00868,OPLBPFOJ_01570,CBFJPJAN_02885,PFCICLLP_02160,IBOIIBEG_00845,MFFOPBKH_01362,POFILHDL_01557,DHNKKDKB_01462,PJIANKBB_01860
benM_2,benM_2,HTH-type transcriptional regulator BenM,AGBKPNDM_01851,OPLBPFOJ_02931,CBFJPJAN_02192,PFCICLLP_02890,IBOIIBEG_04340,MFFOPBKH_02081,POFILHDL_02034,DHNKKDKB_01953,PJIANKBB_02143
yofA_1,yofA_1,HTH-type transcriptional regulator YofA,AGBKPNDM_00972,OPLBPFOJ_04717,CBFJPJAN_04758,PFCICLLP_04900,IBOIIBEG_00950,MFFOPBKH_01258,POFILHDL_01661,DHNKKDKB_01566,PJIANKBB_04665
group_333,,putative periplasmic iron-binding protein,AGBKPNDM_05051,OPLBPFOJ_00608,CBFJPJAN_00605,PFCICLLP_00605,IBOIIBEG_02781,MFFOPBKH_01190,POFILHDL_00674,DHNKKDKB_01062,PJIANKBB_00673
rhaS_4,rhaS_4,HTH-type transcriptional activator RhaS,AGBKPNDM_01799,OPLBPFOJ_02879,CBFJPJAN_02244,PFCICLLP_02942,IBOIIBEG_04288,MFFOPBKH_02029,POFILHDL_01982,DHNKKDKB_01901,PJIANKBB_02090
group_332,,hypothetical protein,AGBKPNDM_01469,OPLBPFOJ_05395,CBFJPJAN_05568,PFCICLLP_05609,IBOIIBEG_06117,MFFOPBKH_05500,POFILHDL_05509,DHNKKDKB_05482,PJIANKBB_05595
group_331,,hypothetical protein,AGBKPNDM_00251,OPLBPFOJ_00869,CBFJPJAN_00344,PFCICLLP_00344,IBOIIBEG_01332,MFFOPBKH_00926,POFILHDL_00938,DHNKKDKB_00799,PJIANKBB_00932
group_330,,hypothetical protein,AGBKPNDM_01682,OPLBPFOJ_02573,CBFJPJAN_02368,PFCICLLP_03066,IBOIIBEG_03057,MFFOPBKH_01899,POFILHDL_01852,DHNKKDKB_01771,PJIANKBB_02351
group_329,,hypothetical protein,AGBKPNDM_00795,OPLBPFOJ_01643,CBFJPJAN_02812,PFCICLLP_02233,IBOIIBEG_00772,MFFOPBKH_01435,POFILHDL_01484,DHNKKDKB_01389,PJIANKBB_01787
rarD_1,rarD_1,Protein RarD,AGBKPNDM_00462,OPLBPFOJ_03404,CBFJPJAN_00124,PFCICLLP_00124,IBOIIBEG_01114,MFFOPBKH_00703,POFILHDL_01162,DHNKKDKB_04317,PJIANKBB_01153
yfdC,yfdC,Inner membrane protein YfdC,AGBKPNDM_00371,OPLBPFOJ_00991,CBFJPJAN_00222,PFCICLLP_00222,IBOIIBEG_01212,MFFOPBKH_00800,POFILHDL_01064,DHNKKDKB_00673,PJIANKBB_01054
gcvA_2,gcvA_2,Glycine cleavage system transcriptional activator,AGBKPNDM_00364,OPLBPFOJ_00984,CBFJPJAN_00229,PFCICLLP_00229,IBOIIBEG_01219,MFFOPBKH_00811,POFILHDL_01053,DHNKKDKB_00684,PJIANKBB_01046
ydcV_1,ydcV_1,Inner membrane ABC transporter permease protein YdcV,AGBKPNDM_00244,OPLBPFOJ_00862,CBFJPJAN_00351,PFCICLLP_00351,IBOIIBEG_01339,MFFOPBKH_00933,POFILHDL_00931,DHNKKDKB_00806,PJIANKBB_00925
mmsB_1,mmsB_1,3-hydroxyisobutyrate dehydrogenase,AGBKPNDM_01860,OPLBPFOJ_02940,CBFJPJAN_02183,PFCICLLP_02881,IBOIIBEG_04349,MFFOPBKH_02090,POFILHDL_02043,DHNKKDKB_01962,PJIANKBB_02152
cyoE,cyoE,Protoheme IX farnesyltransferase,AGBKPNDM_01790,OPLBPFOJ_02870,CBFJPJAN_02253,PFCICLLP_02951,IBOIIBEG_04279,MFFOPBKH_02020,POFILHDL_01973,DHNKKDKB_01892,PJIANKBB_02081
cynR_3,cynR_3,HTH-type transcriptional regulator CynR,AGBKPNDM_00978,OPLBPFOJ_04711,CBFJPJAN_04764,PFCICLLP_04906,IBOIIBEG_00956,MFFOPBKH_01252,POFILHDL_01667,DHNKKDKB_01572,PJIANKBB_04671
gltC_2,gltC_2,HTH-type transcriptional regulator GltC,AGBKPNDM_00957,OPLBPFOJ_04157,CBFJPJAN_04255,PFCICLLP_04604,IBOIIBEG_00935,MFFOPBKH_01276,POFILHDL_01643,DHNKKDKB_01548,PJIANKBB_01946
motB_1,motB_1,Motility protein B,AGBKPNDM_00848,OPLBPFOJ_01590,CBFJPJAN_02865,PFCICLLP_02180,IBOIIBEG_00825,MFFOPBKH_01382,POFILHDL_01537,DHNKKDKB_01442,PJIANKBB_01840
kce,kce,3-keto-5-aminohexanoate cleavage enzyme,AGBKPNDM_00416,OPLBPFOJ_01042,CBFJPJAN_00171,PFCICLLP_00171,IBOIIBEG_01161,MFFOPBKH_00750,POFILHDL_01115,DHNKKDKB_04364,PJIANKBB_01106
catM,catM,HTH-type transcriptional regulator CatM,AGBKPNDM_01727,OPLBPFOJ_02807,CBFJPJAN_02316,PFCICLLP_03014,IBOIIBEG_05468,MFFOPBKH_01957,POFILHDL_01910,DHNKKDKB_01829,PJIANKBB_02002
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,AGBKPNDM_00548,OPLBPFOJ_05266,CBFJPJAN_02551,PFCICLLP_02493,IBOIIBEG_05327,MFFOPBKH_01671,POFILHDL_01248,DHNKKDKB_01153,PJIANKBB_02406
yihG_1,yihG_1,putative acyltransferase YihG,AGBKPNDM_00445,OPLBPFOJ_03387,CBFJPJAN_00141,PFCICLLP_00141,IBOIIBEG_01131,MFFOPBKH_00720,POFILHDL_01145,DHNKKDKB_04334,PJIANKBB_01136
rhlA_1,rhlA_1,3-(3-hydroxydecanoyloxy)decanoate synthase,AGBKPNDM_00400,OPLBPFOJ_01026,CBFJPJAN_00187,PFCICLLP_00187,IBOIIBEG_01177,MFFOPBKH_00765,POFILHDL_01099,DHNKKDKB_00638,PJIANKBB_01090
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,AGBKPNDM_00049,OPLBPFOJ_00668,CBFJPJAN_00545,PFCICLLP_00545,IBOIIBEG_02721,MFFOPBKH_01130,POFILHDL_00734,DHNKKDKB_01002,PJIANKBB_00729
group_326,,hypothetical protein,AGBKPNDM_01840,OPLBPFOJ_02920,CBFJPJAN_02203,PFCICLLP_02901,IBOIIBEG_04329,MFFOPBKH_02070,POFILHDL_02023,DHNKKDKB_01942,PJIANKBB_02132
group_325,gcvA_4,Glycine cleavage system transcriptional activator,AGBKPNDM_01784,OPLBPFOJ_02864,CBFJPJAN_02259,PFCICLLP_02957,IBOIIBEG_04273,MFFOPBKH_02014,POFILHDL_01967,DHNKKDKB_01886,PJIANKBB_02075
group_324,,hypothetical protein,AGBKPNDM_00858,OPLBPFOJ_01580,CBFJPJAN_02875,PFCICLLP_02170,IBOIIBEG_00835,MFFOPBKH_01372,POFILHDL_01547,DHNKKDKB_01452,PJIANKBB_01850
group_323,,hypothetical protein,AGBKPNDM_00748,OPLBPFOJ_01690,CBFJPJAN_02765,PFCICLLP_02280,IBOIIBEG_00725,MFFOPBKH_01482,POFILHDL_01437,DHNKKDKB_01342,PJIANKBB_01740
gltR_2,gltR_2,HTH-type transcriptional regulator GltR,AGBKPNDM_00741,OPLBPFOJ_01697,CBFJPJAN_02758,PFCICLLP_02287,IBOIIBEG_00718,MFFOPBKH_01489,POFILHDL_01430,DHNKKDKB_01335,PJIANKBB_01733
prpB_1,prpB_1,2-methylisocitrate lyase,AGBKPNDM_00608,OPLBPFOJ_01829,CBFJPJAN_02626,PFCICLLP_02419,IBOIIBEG_00586,MFFOPBKH_01622,POFILHDL_01297,DHNKKDKB_01202,PJIANKBB_02460
folE2,folE2,GTP cyclohydrolase FolE2,AGBKPNDM_05048,OPLBPFOJ_00611,CBFJPJAN_00602,PFCICLLP_00602,IBOIIBEG_02778,MFFOPBKH_01187,POFILHDL_00677,DHNKKDKB_01059,PJIANKBB_00676
cysL_1,cysL_1,HTH-type transcriptional regulator CysL,AGBKPNDM_01844,OPLBPFOJ_02924,CBFJPJAN_02199,PFCICLLP_02897,IBOIIBEG_04333,MFFOPBKH_02074,POFILHDL_02027,DHNKKDKB_01946,PJIANKBB_02136
dmlR_7,dmlR_7,HTH-type transcriptional regulator DmlR,AGBKPNDM_01841,OPLBPFOJ_02921,CBFJPJAN_02202,PFCICLLP_02900,IBOIIBEG_04330,MFFOPBKH_02071,POFILHDL_02024,DHNKKDKB_01943,PJIANKBB_02133
gltC_3,gltC_3,HTH-type transcriptional regulator GltC,AGBKPNDM_01808,OPLBPFOJ_02888,CBFJPJAN_02235,PFCICLLP_02933,IBOIIBEG_04297,MFFOPBKH_02038,POFILHDL_01991,DHNKKDKB_01910,PJIANKBB_02099
xerD,xerD,Tyrosine recombinase XerD,AGBKPNDM_01688,OPLBPFOJ_02578,CBFJPJAN_02363,PFCICLLP_03061,IBOIIBEG_03052,MFFOPBKH_01904,POFILHDL_01857,DHNKKDKB_01776,PJIANKBB_02356
argP_2,argP_2,HTH-type transcriptional regulator ArgP,AGBKPNDM_01527,OPLBPFOJ_02417,CBFJPJAN_02525,PFCICLLP_03223,IBOIIBEG_03213,MFFOPBKH_01745,POFILHDL_01698,DHNKKDKB_01616,PJIANKBB_02196
pgrR_1,pgrR_1,HTH-type transcriptional regulator PgrR,AGBKPNDM_01472,OPLBPFOJ_05392,CBFJPJAN_05571,PFCICLLP_05612,IBOIIBEG_06114,MFFOPBKH_05497,POFILHDL_05506,DHNKKDKB_05485,PJIANKBB_05592
cynR_2,cynR_2,HTH-type transcriptional regulator CynR,AGBKPNDM_00909,OPLBPFOJ_04205,CBFJPJAN_04207,PFCICLLP_04652,IBOIIBEG_00887,MFFOPBKH_01321,POFILHDL_01598,DHNKKDKB_01503,PJIANKBB_01901
rfbD_2,rfbD_2,dTDP-4-dehydrorhamnose reductase,AGBKPNDM_00711,OPLBPFOJ_01727,CBFJPJAN_02728,PFCICLLP_02317,IBOIIBEG_00688,MFFOPBKH_01519,POFILHDL_01400,DHNKKDKB_01305,PJIANKBB_01703
menH_2,menH_2,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,AGBKPNDM_00986,OPLBPFOJ_04703,CBFJPJAN_04772,PFCICLLP_04914,IBOIIBEG_00964,MFFOPBKH_01244,POFILHDL_01675,DHNKKDKB_01580,PJIANKBB_04679
cynR_1,cynR_1,HTH-type transcriptional regulator CynR,AGBKPNDM_00478,OPLBPFOJ_03420,CBFJPJAN_00108,PFCICLLP_00108,IBOIIBEG_01098,MFFOPBKH_00687,POFILHDL_01178,DHNKKDKB_04301,PJIANKBB_01169
