unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings	genome
45	PF_Cali	M00375	Hydroxypropionate-hydroxybutylate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626	0.142857142857143	False	K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K05606	4973,4896,4294,2687,497,1970,4088,59,3155,577	None	CP19F2
46	PF_Cali	M00374	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626	0.384615384615385	False	K00239,K00240,K00241,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K01007,K01595,K01902,K01903	4489,4488,4491,4973,4896,4294,2687,497,1970,4088,59,3155,115,5161,4483,4484	None	CP19F2
47	PF_Cali	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules	Energy metabolism	Carbon fixation	K00198 K05299-K15022 K01938 K01491 K00297 K15023 K14138+K00197+K00194	0.285714285714286	False	K00297,K01491	805,3535	None	CP19F2
48	PF_Cali	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules	Energy metabolism	Carbon fixation	(K00625,K13788,K15024) K00925	1	True	K00925,K13788	3947,1379	None	CP19F2
49	PF_Cali	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)	0.285714285714286	False	K01902,K01903,K01959,K01960	4483,4484,1168,1167	None	CP19F2
50	PF_Cali	M00357	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	0.2	False	K00925,K01895,K01895	3947,3705,6009	None	CP19F2
51	PF_Cali	M00346	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691	0.555555555555556	False	K00018,K00600,K00600,K01595,K01689,K11529	1578,738,3777,5161,4817,4512	None	CP19F2
52	PF_Cali	M00345	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	(((K08093,K13812) K08094),K13831) (K00850,K16370) K01624	0.333333333333333	False	K01624	786	None	CP19F2
53	PF_Cali	M00344	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	K17100 K00863 K01624 K03841	0.5	False	K01624,K03841	786,2982	None	CP19F2
54	PF_Cali	M00935	Methanofuran biosynthesis	Pathway modules	Energy metabolism	Methane metabolism	K09733 K19793 K07144 K18933 K06914 K07072	0.166666666666667	False	K19793	3694	None	CP19F2
55	PF_Cali	M00531	Assimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00367,K10534,K00372-K00360) (K00366,K17877)	0.5	False	K00372	124	None	CP19F2
56	PF_Cali	M00530	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)	0.5	False	K00362,K00363	126,125	None	CP19F2
57	PF_Cali	M00176	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	(K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)	1	True	K00380,K00381,K00390,K00955,K00955,K00956,K00956,K00957,K00957	1470,6073,91,1377,202,1377,202,1376,203	None	CP19F2
58	PF_Cali	M00144	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343	1	True	K00330,K00331,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K13378	3278,3279,3281,3282,3283,3284,3285,3286,3287,3288,3289,3290,3280	None	CP19F2
59	PF_Cali	M00149	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00241+(K00242,K18859,K18860)+K00239+K00240	1	True	K00239,K00240,K00241,K00242	4489,4488,4491,4490	None	CP19F2
60	PF_Cali	M00151	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	1	True	K00411,K00412,K00413	1506,1507,1508	None	CP19F2
61	PF_Cali	M00152	Cytochrome bc1 complex	Pathway modules	Energy metabolism	ATP synthesis	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	0.3	False	K00411,K00412,K00413	1506,1507,1508	None	CP19F2
62	PF_Cali	M00154	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)	0.2	False	K02257,K02257,K02258,K02259	5365,2545,5359,5364	None	CP19F2
63	PF_Cali	M00155	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K02275+(K02274+K02276,K15408)-K02277	1	True	K02274,K02275,K02276	5358,5357,5360	None	CP19F2
64	PF_Cali	M00153	Cytochrome bd ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	K00425+K00426+(K00424,K22501)	0.666666666666667	False	K00425,K00426	3796,3795	None	CP19F2
65	PF_Cali	M00417	Cytochrome o ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	K02297+K02298+K02299+K02300	1	True	K02297,K02298,K02299,K02300	2549,2548,2547,2546	None	CP19F2
66	PF_Cali	M00156	Cytochrome c oxidase, cbb3-type	Pathway modules	Energy metabolism	ATP synthesis	((K00404+K00405,K15862)+K00407+K00406)	1	True	K00404,K00404,K00405,K00405,K00406,K00406,K00407,K00407	178,182,181,177,175,179,176,180	None	CP19F2
67	PF_Cali	M00157	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	1	True	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	4696,4694,4695,4692,4690,4693,4689,4691	None	CP19F2
68	PF_Cali	M00082	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))	1	True	K00645,K00648,K01961,K01962,K01963,K02160	13,364,2725,4813,5550,2724	None	CP19F2
69	PF_Cali	M00083	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))	1	True	K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00209,K00647,K00647,K01716,K02372,K02372,K09458	519,4242,3418,14,87,2914,2688,4090,4664,1767,2912,1768,4808,2902,16	None	CP19F2
70	PF_Cali	M00873	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512	0.25	False	K00645,K09458	13,16	None	CP19F2
71	PF_Cali	M00874	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	K11262 K03955+K00645 K09458 K00059 K22541 K07512	0.416666666666667	False	K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00645,K09458	519,4242,3418,14,87,2914,2688,4090,13,16	None	CP19F2
72	PF_Cali	M00086	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	K01897,K15013	1	True	K01897,K01897,K01897,K01897	2269,2270,4087,1775	None	CP19F2
73	PF_Cali	M00087	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)	1	True	K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00632,K00632,K01692,K01692,K01692,K01692,K01692,K01692,K01782,K01825,K06445,K06445	1502,4341,421,1971,1973,3579,3573,164,4973,4896,4340,4566,1972,1974,4015,5073,60,4974,1802,4091	None	CP19F2
74	PF_Cali	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	Pathway modules	Lipid metabolism	Sterol biosynthesis	K00489 K12408 K07431 K00251 K00037 K00488 K08748 K01796 K10214 K12405 K08764 K11992	0.0833333333333333	False	K01796	3249	None	CP19F2
75	PF_Cali	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules	Lipid metabolism	Lipid metabolism	K00626 K01641 K01640 K00019 K01574	0.6	False	K00019,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K01640,K01640	5448,4973,4896,4294,2687,497,1970,4088,59,3155,5106,3576	None	CP19F2
76	PF_Cali	M00089	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)	0.25	False	K00655,K00655,K00655,K00655,K00655,K00655	5130,5307,1810,63,1207,2898	None	CP19F2
77	PF_Cali	M00098	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) K01054	1	True	K01046,K01054,K01054	2771,2271,1204	None	CP19F2
78	PF_Cali	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	K00981 (K00998,K17103) K01613	1	True	K00981,K00981,K00998,K01613,K17103	4802,1208,2165,2831,3679	None	CP19F2
79	PF_Cali	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))	1	True	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K01952,K08289,K11175	2730,5546,1149,1148,3273,5047,255,2731,2472,2456,254	None	CP19F2
80	PF_Cali	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	K01939 K01756 (K00939,K18532,K18533,K00944) (K00940,K00873,K12406)	1	True	K00873,K00873,K00939,K00940,K01756,K01939	4513,2388,5160,2498,3273,2812	None	CP19F2
81	PF_Cali	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00088 K01951 K00942 (K00940,K18533,K00873,K12406)	1	True	K00088,K00873,K00873,K00940,K00942,K01951	2481,4513,2388,2498,1084,2480	None	CP19F2
82	PF_Cali	M00546	Purine degradation, xanthine => urea	Pathway modules	Nucleotide metabolism	Purine metabolism	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477	0.833333333333333	True	K01477,K07127,K07127,K11177,K11178,K13481,K13482,K13483,K13485,K16842	455,458,2021,3798,3799,145,144,3800,456,457	None	CP19F2
83	PF_Cali	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)	0.916666666666667	True	K00254,K00609,K00762,K01465,K01465,K01465,K01591,K01955,K01956	134,847,1079,1192,848,5240,1783,3726,3727	None	CP19F2
84	PF_Cali	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K13800,K13809,K09903) (K00940,K18533) K01937	1	True	K00940,K01937,K01937,K09903	2498,4815,5984,4799	None	CP19F2
85	PF_Cali	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) (K00527,K21636) K01494 K01520 (K00560,K13998) K00943 K00940	0.875	True	K00525,K00526,K00526,K00560,K00940,K00943,K01494,K01520	6046,3942,6007,899,2498,19,4830,1075	None	CP19F2
86	PF_Cali	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00207,K17722+K17723) K01464 (K01431,K06016)	1	True	K01464,K06016,K06016,K17722,K17723	3524,3475,3526,3523,3522	None	CP19F2
87	PF_Cali	M00020	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00058 K00831 (K01079,K02203,K22305)	1	True	K00058,K00831,K01079,K02203	914,4642,2832,92	None	CP19F2
88	PF_Cali	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733	1	True	K00003,K00133,K00133,K00928,K01733,K02203,K02204	2444,5663,5554,6027,2443,92,5377	None	CP19F2
89	PF_Cali	M00555	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	1	True	K00108,K00108,K00108,K00130	770,4304,3913,769	None	CP19F2
90	PF_Cali	M00033	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00928 K00133 K00836 K06718 K06720	0.6	False	K00133,K00133,K00836,K00928	5663,5554,438,6027	None	CP19F2
91	PF_Cali	M00021	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00640,K23304) (K01738,K13034,K17069)	1	True	K00640,K00640,K00640,K01738,K01738	5610,2507,109,4988,110	None	CP19F2
92	PF_Cali	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K01697,K10150) K01758	1	True	K01697,K01758	6174,6175	None	CP19F2
93	PF_Cali	M00609	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217	0.166666666666667	False	K00789	793	None	CP19F2
94	PF_Cali	M00017	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)	1	True	K00003,K00133,K00133,K00548,K00549,K00641,K00928,K01739,K01739,K01760,K01760,K14155	2444,5663,5554,6079,4139,855,6027,6175,6095,3346,6175,3331	None	CP19F2
95	PF_Cali	M00034	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K01611 K00797 ((K01243,K01244) K00899,K00772) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)	0.625	False	K00789,K00797,K00832,K08963,K08966,K08967	793,4567,602,4644,5265,479	None	CP19F2
96	PF_Cali	M00035	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)	1	True	K00558,K00558,K00558,K00789,K01251,K01697	3220,6004,6133,793,804,6174	None	CP19F2
97	PF_Cali	M00368	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933	0.333333333333333	False	K00789	793	None	CP19F2
98	PF_Cali	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01653,K01687	3680,3498,5025,3682,4343,4509,3681,885	None	CP19F2
99	PF_Cali	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K09011 K01703+K01704 K00052	0.666666666666667	False	K00052,K01703,K01703,K01704,K01704	5664,1240,5667,1239,5666	None	CP19F2
100	PF_Cali	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01653,K01687,K01754,K01754,K01754	3680,3498,5025,3682,4343,4509,3681,885,908,4060,3908	None	CP19F2
101	PF_Cali	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01649 (K01702,K01703+K01704) K00052	1	True	K00052,K01649,K01703,K01703,K01704,K01704	5664,2487,1240,5667,1239,5666	None	CP19F2
102	PF_Cali	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640	1	True	K00166,K00167,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00253,K00382,K00382,K00826,K01640,K01640,K01968,K01969,K09699,K13766	3502,3501,1502,4341,421,1971,1973,3579,3573,164,3573,4485,3499,3498,5106,3576,3570,3572,3500,3571	None	CP19F2
103	PF_Cali	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)	1	True	K00133,K00133,K00215,K00674,K00821,K00821,K00821,K00928,K01439,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778,K14267	5663,5554,3728,4735,4661,6017,5947,6027,4730,4543,1032,5050,5114,6173,4249,1033,4126,4794	None	CP19F2
104	PF_Cali	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	0.666666666666667	False	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	5663,5554,3728,6027,4543,1032,5050,5114,6173,4249,1033,4126	None	CP19F2
105	PF_Cali	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.833333333333333	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714	5663,5554,3728,6027,4543,1032,5050,5114,6173	None	CP19F2
106	PF_Cali	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	0.857142857142857	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	5663,5554,3728,6027,4543,1032,5050,5114,6173,4249,1033,4126	None	CP19F2
107	PF_Cali	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290	0.125	False	K00290	4156	None	CP19F2
108	PF_Cali	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.277777777777778	False	K00252,K00382,K00382,K00658	5414,4485,3499,4486	None	CP19F2
109	PF_Cali	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	1	True	K00145,K00620,K00821,K00821,K00821,K00930,K01438,K01438,K01438,K14682,K22477,K22477	5890,2371,4661,6017,5947,1078,559,5515,953,952,5511,3497	None	CP19F2
